SL,food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density
552,eggnog,224,10.6,6.6,3.3,0.5,20.4,20.4,11.6,0,149.9,0.1,209.7,0.1,0.074,0.02,0.006,0.5,0.3,1.1,0.1,3.8,0.055,0.5,0.011,330.2,0.051,0.5,48.3,0.024,276.9,419.1,0.094,1.2,377.2
553,beer light,96,0,0,0,0,5.4,0.3,0.8,0,0,0.095,313.1,0,0.083,0.079,0,0.069,1.3,0.067,0.1,0,0,0,0,13.2,0.095,0.014,16.5,0.094,39.6,69.3,0.077,0.044,19.456
554,beer budweiser,12,0,0,0,0,0.9,0,0.1,0,0,0.095,27.4,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.095,0,2.1,0.038,3.8,9.7,0,0,2.2
555,weizenbier erdinger,220,18,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
556,beer light budweiser,9,0,0,0,0,0.4,0,0.066,0,0,0.016,28,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.088,0,2.1,0.007,3.2,7.7,0,0,1.32
557,beer,142,0,0,0,0,11.7,0,1.5,0,0,0.067,303.5,0,0.093,0.062,0,0.017,1.7,0.1,0.2,0,0,0,0,13.2,0.096,0.031,19.8,0.085,46.2,89.1,0.087,0.001,26.436
558,root beer,202,0,0,0,0,52.3,52.3,0,0,0,0.068,440.2,0,0,0,0,0,0,0,0,0,0,0,0,0,24.7,0.037,0.2,4.9,0.059,0,4.9,0.095,52.334
559,whiskey sour mix,26,0.072,0.069,0.034,0.012,6.3,6.3,0.051,0,0,0.073,23.1,0,0.089,0,0,0.07,0,0.032,0,0.8,0,0,0,0.6,0,0.047,0.3,0,1.8,8.3,0.015,0.08,7.914
560,whiskey sour,158,0,0.018,0.092,0.024,13.9,0,0,0,0,0.067,77,0,0.035,0,0,0.092,0.003,0.05,0,1.7,0,0,0,1.1,0.019,0.047,1.1,0.01,6.4,5.3,0.03,0.069,16.717
561,tequila sunrise,232,0.2,0,0,0,23.8,0,0.6,0,0,0.1,166.3,0,0.085,0.01,0,0.015,0.4,0.2,0.1,40.7,0,0,0,0,0.01,0.038,14.8,0.046,21.1,21.1,0,1.3,65.357
562,daiquiri,112,0.036,0.063,0.038,0.012,4.2,3.3,0.035,0.001,0,0.008,41.8,0,0.021,0.047,0,0.065,0.022,0.074,0.003,1,0,0.092,0.009,1.8,0.098,0.033,1.2,0.04,3,12.6,0.04,0.091,7.243
563,pina colada,245,2.7,2.3,0.1,0.035,32,31.5,0.6,0.4,0,0.089,91.6,0,0,0.038,0.038,0,0.002,0.2,0.01,0.019,6.9,0,0.056,0.08,11.3,0.1,0.3,11.3,0.7,9.9,100.1,0.064,35.877
564,whiskey,58,0,0,0,0,0.1,0.078,0,0,0,0,14.7,0,0.085,0,0,0.056,0.073,0,0,0,0,0,0,0,0.037,0.072,0,0.092,0.7,0.2,0,0.02,0.127
565,rum,49,0,0,0,0,0,0,0,0,0,0.053,14,0,0.058,0,0,0,0,0,0,0,0,0,0,0,0.055,0.045,0,0.093,1.1,0.4,0,0.05,0.049
566,vodka smirnoff,13,0.4,0.013,0.077,0.073,2,0.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4
567,coffee liqueur,96,0.038,0.096,0.03,0.042,13.8,13.7,0.041,0,0,0.093,9.1,0,0.042,0,0,0.075,0.045,0,0,0,0,0,0,0.3,0.019,0.02,0.9,0.011,1.8,8.9,0.053,0.097,14.241
568,gin,53,0,0,0,0,0,0,0,0,0,0.029,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0
569,dessert wine sweet,165,0,0,0,0,14.1,8,0.2,0,0,0.047,72.6,0,0.081,0,0,0.003,0.2,0.079,0,0,0,0,0,8.2,0.04,0.2,9.3,0.1,9.3,94.8,0.06,0.074,22.7
570,chenin blanc white wine,118,0,0,0,0,4.9,0,0.1,0,0,0,128.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
571,gamay red wine,115,0,0,0,0,3.5,0,0.1,14.4,0,0,0,128.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.6
572,late harvest white wine,172,0,0,0,0,20.6,0,0.1,13.1,0,0,0,119.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.6
573,gewurztraminer white wine,119,0,0,0,0,3.8,0,0.1,0,0,0,127.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9
574,burgundy red wine,172,0,0,0,0,7.4,0,0.1,0,0,0,171.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5
575,zinfandel red wine,129,0,0,0,0,4.2,0,0.1,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3
576,muller thurgau white wine,112,0,0,0,0,5.2,0,0.1,13.3,0,0,0,129.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.8
577,mouvedre red wine,129,0,0,0,0,3.9,0,0.1,16.5,0,0,0,126.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.6
578,table wine,123,0,0,0,0,4,1.2,0.1,0,0,0.087,128.1,0,0.051,0.084,0,0.014,0.2,0.023,0.022,0,0,0,0,11.8,0.049,0.5,16.3,0.2,29.6,146.5,0.012,0.2,16.4
579,wine light,73,0,0,0,0,1.7,1.7,0.1,0,0,0.046,136.5,0,0,0.035,0,0.039,0.1,0,0.097,0,0,0,0,13.3,0.1,0.6,14.8,0,22.2,130.2,0.014,0.1,15.7
580,white wine,121,0,0,0,0,3.8,1.4,0.1,0,0,0.098,127.7,0,0.04,0.081,0,0.003,0.2,0.094,0.034,0,0,0,0.071,13.2,0.097,0.4,14.7,0.2,26.5,104.4,0.036,0.2,17.5
581,petite sirah red wine,125,0,0,0,0,3.9,0,0.1,15.7,0,0,0,126.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.4
582,non alcoholic wine,2,0,0,0,0,0.3,0.3,0.1,0,0,0.095,29,0,0,0.027,0,0.019,0.093,0,0.064,0,0,0,0,2.7,0.035,0.1,3,0,4.4,26,0.052,0.088,3.2
583,pinot noir red wine,121,0,0,0,0,3.4,0,0.1,0,0,0,127.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
584,pinot gris grigio white wine,122,0,0,0,0,3,0,0.1,0,0,0,127.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1
585,riesling white wine,118,0,0,0,0,5.5,0,0.1,0,0,0,128.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6
586,barbera red wine,170,0,0,0,0,5.6,0,0.1,0,0,0,172.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7
587,lemberger red wine,118,0,0,0,0,3.6,0,0.1,15,0,0,0,127.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.6
588,merlot red wine,122,0,0,0,0,3.7,0.9,0.1,0,0,0.011,127.3,0,0.087,0.064,0,0.01,0.3,0.081,0.061,0,0,0,0,11.8,0.026,0.7,17.6,0.2,33.8,186.7,0.083,0.2,16.3
589,sangiovese red wine,126,0,0,0,0,3.9,0,0.1,0,0,0,126.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
590,sauvignon blanc white wine,119,0,0,0,0,3,0,0.1,0,0,0,128.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1
591,syrah red wine,122,0,0,0,0,3.8,0,0.1,0,0,0,127.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9
592,carignane red wine,370,0,0,0,0,12,0,0.4,0,0,0,439.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4
593,pinot blanc white wine,119,0,0,0,0,2.9,0,0.1,0,0,0,128.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
594,semillon white wine,121,0,0,0,0,4.6,0,0.1,14.9,0,0,0,128.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.7
595,dessert wine dry,760,0,0,0,0,58.4,5.5,1,76.5,0,0,0.062,362.7,0,0.033,0,0,0.096,1.1,0.2,0,0,0,0,0,40,0.2,1.2,45,0.6,45,460,0.066,498.8
596,red wine,125,0,0,0,0,3.8,0.9,0.1,0,0,0.027,127.1,0,0.01,0.018,0,0.073,0.3,0.049,0.044,0,0,0,0.066,11.8,0.017,0.7,17.6,0.2,33.8,186.7,0.074,0.2,16.4
597,cabernet sauvignon red wine,166,0,0,0,0,5.2,0,0.1,0,0,0,173.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3
598,muscat white wine,123,0,0,0,0,7.8,0,0.1,0,0,0,128.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9
599,cooking wine,2,0,0,0,0,0.3,0.09,0.028,0,0,0.002,4.4,0,0,0.077,0,0.016,0.094,0,0.072,0,0,0,0,0.4,0.021,0.1,0.5,0,0.7,4.3,0.079,0.085,0.879
600,chardonnay white wine,168,0,0,0,0,4.3,1.9,0.1,0,0,0.027,173.7,0,0.092,0.002,0,0.039,0.2,0.09,0.1,0,0,0,0,18,0.054,0.5,20,0.2,36,142,0.017,0.2,22.9
601,claret red wine,122,0,0,0,0,4.4,0,0.1,15,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.5
602,rice sake,197,0,0,0,0,7.4,0,0.7,0,0,0.046,115.2,0,0,0,0,0,0,0,0,0,0,0,0,7.4,0.051,0.1,8.8,0,8.8,36.8,0.057,0.092,15.6
603,fume blanc white wine,121,0,0,0,0,3.3,0,0.1,15.4,0,0,0,127.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.7
604,cabarnet franc red wine,122,0,0,0,0,3.6,0,0.1,0,0,0,127.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7
605,chocolate frosting,81,3.6,1.1,1.8,0.5,13,11.8,0.2,0.2,0,0.025,3.5,0,0.026,0.069,0,0.097,0.024,0.005,0.085,0,0,0.3,0,1.6,0.045,0.3,4.3,0.064,16.2,40.2,0.094,0.062,18.9
606,white sugar,19,0,0,0,0,5,4.9,0,0,0,0.012,0.021,0,0,0,0,0.099,0,0,0,0,0,0,0,0.046,0.078,0.078,0,0.081,0,0.1,0.026,0.05,5.037
607,egg substitute,115,0,0,0,0,4.8,4.8,24,0,0,0.5,208.8,0,0.3,0.065,0.039,0.9,0.3,4,0.3,1.2,0.006,3.8,0.063,175.2,0.07,4.8,36,0.002,172.8,511.2,0.017,2.4,210
608,agave syrup,21,0.081,0,0,0,5.3,4.7,0.025,0.01,0,0.09,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0.071,0.042,0.034,0.049,0.009,0.3,0,0.008,5.456
609,splenda sweetener,336,0,0,0,0,91.2,80.3,0,0,0,0,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,91.2
610,vanilla extract,12,0.069,0.003,0.06,0.001,0.5,0.5,0,0,0,0.061,2.2,0,0.041,0,0,0.083,0.002,0.039,0.079,0,0,0,0,0.5,0.03,0.019,0.5,0.066,0.3,6.2,0,0.065,1.213
611,egg yolk dried,27,2.3,0.7,0.9,0.4,0.054,0.002,1.3,0,92.3,0.071,0.1,0.01,0.041,0.036,0.092,0.025,0.065,0.4,0.078,0,0.065,0.2,0.074,12.3,0.015,0.4,1,0.071,41.6,10.6,0.098,0.3,16.368
612,granulated sugar,16,0,0,0,0,4.2,4.2,0,0,0,0.019,0.055,0,0,0,0,0.06,0,0,0,0,0,0,0,0.027,0.034,0.01,0,0.067,0,0.033,0.093,0.05,4.253
613,baking chocolate,145,15.2,9.4,4.7,0.5,8.7,0.3,3.7,4.8,0,0.049,0.4,0,0.023,0.098,0,0.002,0.4,0.088,0.015,0,0,0.1,0.097,29.3,0.9,5,94.8,1.2,116,240.7,0.072,2.8,66.7
614,bakers yeast,18,0.3,0.089,0.2,0.079,3.1,0,1.4,1.4,0,0.066,11.7,0,0.3,0.1,0,0.2,2.1,0.8,0.005,0.04,0,0,0,3.2,0.024,0.6,6.8,0.02,57.1,102.2,0.073,1.7,10.078
615,fondant,106,0.009,0,0,0,26.4,25.2,0,0,0,0.022,1.9,0,0.062,0,0,0.062,0,0,0,0,0,0,0,0.8,0.095,0.09,0,0,0,1.1,0.045,0.037,27.396
616,brown sugar,16,0,0,0,0,4.1,4.1,0.024,0,0,0.094,0.087,0,0,0.023,0,0,0,0.037,0.008,0,0,0,0,3.5,0.03,0.071,0.4,0.047,0.2,5.6,0.023,0.08,7.622
617,white frosting dry,768,0,0,0,0,196.4,0,4.8,0,0,0.5,3.9,0,0.018,0.077,0,0.1,2.1,0.1,0.031,0,0,0,0,8.3,0.053,0.2,6.2,0.043,14.5,242.2,0.036,0.01,209.7
618,maple sugar,42,0.061,0.076,0.037,0.09,10.9,10.2,0.036,0,0,0.031,1,0,0.016,0,0,0.021,0.015,0.032,0.04,0,0,0,0,10.8,0.024,0.2,2.3,0.5,0.4,32.9,0.03,0.7,21.961
619,fructose sweetener,15,0,0,0,0,4.2,3.9,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0.067,0,0,0,0,0.082,0,4.274
620,saccharin sweetener,360,0,0,0,0,89.1,85.2,0.9,0,0,0.4,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0,0,0,4,0,0.079,90.082
621,egg white raw,17,0.063,0,0,0,0.2,0.2,3.6,0,0,0.038,28.9,0,0.099,0.024,0.041,0.1,0.089,0.055,0.043,0,0,0,0,2.3,0.075,0.045,3.6,0.039,5,53.8,0.017,0.001,6.196
622,turbinado sugar,18,0,0,0,0,4.6,4.6,0,0,0,0.008,0.082,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.05,0.018,0.016,0.064,0.052,1.3,0,0.003,5.24
623,vanilla frosting,1931,75,13.7,22.5,36.7,313.7,291.5,0,0,0,0.9,69.6,0,0.046,0.026,0,1.4,1,0.3,0,0,0,7.1,0.032,13.9,0,0.7,4.6,0,83.2,157.1,0.029,0.3,403.3
624,aspartame sweetener,365,0,0,0,0,89.1,80.7,2.2,0,0,0,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,4,0.079,0.068,91.381
625,egg raw,80,5.3,1.8,2,1.1,0.4,0.2,7,0,208.3,0.08,42.6,0.066,0.011,0.048,0.013,0.3,0.018,0.9,0.099,0,0.038,0.6,0.016,31.4,0.071,1,6.7,0.057,110.9,77.3,0.023,0.7,45.156
626,pineapple topping,860,0.3,0.066,0.1,0.2,225.8,71.4,0.3,1.4,0,0.1,112.2,0,0.1,0.026,0,0.008,0.3,0.059,0.012,10.5,0,0.054,0.032,20.4,0.2,0.4,20.4,0.2,10.2,146.2,0.026,0.2,259.1
627,egg white dried,26,0.087,0,0,0,0.3,0,5.8,0,0,0.052,0.6,0,0.041,0.06,0.077,0.2,0.049,0.1,0.059,0,0,0,0,6.2,0.033,0.028,5,0.03,6.2,78.1,0.012,0,12.343
628,egg yolk raw,55,4.5,1.6,2,0.7,0.6,0.08,2.7,0,184.5,0.006,8.9,0.009,0.014,0.04,0.098,0.064,0.042,0.5,0.061,0,0.078,0.4,0.034,21.9,0.069,0.5,0.9,0.013,66.3,18.5,0.039,0.4,30.27
629,baking soda,0,0,0,0,0,0,0,0,0,0,1.3,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0,0
630,egg dried,30,2.2,0.7,0.9,0.3,0.047,0.05,2.4,0,81.5,0.06,0.2,0.044,0.026,0.016,0.09,0.02,0.079,0.3,0.075,0,0.027,0.1,0.075,11.8,0.017,0.2,1.7,0.063,31.5,27,0.017,0.2,16.62
631,strawberry topping,53,0.096,0.071,0.083,0.063,13.9,5.7,0.014,0.1,0,0.099,6.9,0,0.077,0.03,0,0.051,0.049,0.063,0.024,2.9,0,0.079,0.029,1.3,0.078,0.014,0.8,0.002,1.1,10.7,0.005,0.079,18.34
632,bakers yeast dry,13,0.3,0.078,0.2,0.069,1.6,0,1.6,1.1,0,0.081,0.2,0,0.4,0.002,0.014,0.2,1.6,0.5,0.008,0.038,0,0,0.088,1.2,0.016,0.051,2.2,0.048,25.5,38.2,0.006,0.3,5.927
633,almond paste,1040,63,6,40.9,13.2,108.5,82.3,20.4,10.9,0,0.051,32,0,0.2,0.2,0,0.9,3.2,0.3,0.051,0.2,0,30.7,0,390.4,1,3.6,295.1,1.9,585.7,712.8,0.037,3.4,597
634,cream of tartar,8,0,0,0,0,1.8,0,0,0.01,0,0.009,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.094,0.1,0.073,0.062,0.2,495,0.031,0.054,2.138
635,popover dry mix,631,7.3,1.7,3.4,1.4,120.7,0,17.7,0,0,1.5,19.9,0,0.7,0.2,0.008,0.2,5.7,0.8,0.072,0.2,0,0,0,54.4,0.3,5,42.5,1.3,170,170,0.044,1.5,205.3
636,egg substitute powder,126,3.7,1.1,1.5,0.5,6.2,6.2,15.7,0,161.9,0.2,1.1,0.1,0.006,0.017,0.049,0.5,0.2,1,0.074,0.2,0,0.4,0.025,92.3,0.017,0.9,18.4,0.045,135.3,210.6,0.032,0.5,119.1
637,gelatin powder,17,0.086,0.09,0.054,0.063,0,0,4.3,0,0,0.029,0.7,0,0.033,0.015,0,0.028,0.063,0.039,0.014,0,0,0,0,2.8,0.1,0.099,1.1,0.019,2,0.8,0.077,0.004,7.255
638,tapioca pearls,544,0.093,0.075,0.088,0.057,134.8,5.1,0.3,1.4,0,0.077,16.7,0,0.016,0.001,0,0,0,0.2,0.091,0,0,0,0,30.4,0.021,2.4,1.5,0.2,10.6,16.7,0.007,0.2,169.318
639,baking powder,2,0,0,0,0,1.3,0,0,0.03,0,0.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,270.3,0.077,0.5,1.2,0.074,100.8,0.9,0.004,0.091,272.196
640,egg boiled,93,6.4,2,2.4,0.8,0.7,0.7,7.5,0,223.8,0.042,44.8,0.04,0.069,0.072,0.015,0.3,0.038,0.8,0.056,0,0.019,0.6,0.069,30,0.009,0.7,6,0.004,103.2,75.6,0.062,0.6,45.338
641,millet flour,444,5.1,0.6,1.1,3.1,86.9,2,12.8,4.2,0,0.056,12.8,0,0.5,0.032,0,0.01,7.2,1.5,0.4,0,0,0.1,0.037,16.7,0.6,4.7,141.6,1.2,339.2,266.6,0.028,3.1,130.4
642,triticale flour,439,2.4,0.4,0.2,1,95.1,0,17.1,19,0,0.096,13,0,0.5,0.012,0,0.2,3.7,2.8,0.5,0,0,1.2,0,45.5,0.7,3.4,198.9,5.4,417.3,605.8,0,3.5,182.5
643,corn flour white,414,4.2,0.6,1.1,2,87.3,1.8,9.6,7.3,0,0.036,11.2,0,0.3,0.078,0,0.1,1.9,0.2,0.5,0,0,0.1,0,157.3,0.2,1.7,106,0.5,263.3,298.7,0.072,2.1,267.4
644,rice flour brown,574,4.4,0.9,1.6,1.6,120.8,1.3,11.4,7.3,0,0.039,18.9,0,0.7,0.056,0,0.1,10,2.5,1.2,0,0,1.9,0,17.4,0.4,3.1,177,6.3,532.5,456.6,0,3.9,164.4
645,sorghum flour,437,4,0.6,1.1,1.7,93.7,2.3,9.5,8,0,0.023,12.2,0,0.3,0.058,0,0.014,6.3,1.1,0.4,0,0,0.6,0.079,14.5,0.3,3.6,145.2,1.5,348.5,376.3,0.026,1.7,133.3
646,cornmeal whole grain,442,4.4,0.6,1.2,2,93.8,0.8,9.9,8.9,0,0.022,12.5,0,0.5,0.034,0,0.2,4.4,0.5,0.4,0,0,0.5,0.059,7.3,0.2,4.2,154.9,0.6,294,350.1,0.004,2.2,128.5
647,cornmeal white,581,2.7,0.3,0.5,1,124.7,2.5,11.2,6.1,0,0.094,17.6,0,0.2,0.089,0,0.016,1.6,0.4,0.3,0,0,0.2,0,4.7,0.1,1.7,50.2,0.3,155.4,222.9,0.03,1,151.1
648,barley flour,511,2.4,0.5,0.3,1.1,110.3,1.2,15.5,14.9,0,0.062,17.9,0,0.5,0.021,0,0.2,9.3,0.2,0.6,0,0,0.8,0.069,47.4,0.5,4,142.1,1.5,438.1,457.3,0.037,3,194.5
649,safflower seed meal,97,0.7,0.029,0.099,0.4,13.8,0,10.1,0,0,0.006,1.8,0,0.3,0.022,0,0.1,0.6,1.1,0.3,0,0,0,0,21.8,0.5,1.4,99.1,0.6,180.6,19.2,0,1.4,47.8
650,sesame flour,658,46.4,6.5,17.5,20.3,33.3,0,38.5,0,0,0.041,1.1,0,3.4,0.073,0,0.4,16.7,3.7,0.2,0,0,0,0,198.8,1.9,19,451.3,1.9,1008.8,528.8,0,13.3,336
651,whole grain wheat flour,408,3,0.5,0.3,1.4,86.4,0.5,15.9,12.8,0,0.027,12.9,0,0.6,0.066,0,0.2,5.9,0.7,0.5,0,0,0.9,0.025,40.8,0.5,4.3,164.4,4.9,428.4,435.6,0.045,3.1,163.2
652,corn flour yellow,422,4.5,0.6,1.2,2.1,89.9,0.7,8.1,8.5,0,0.04,12.8,0,0.3,0.04,0,0.036,2.2,0.8,0.4,0,0,0.5,0.006,8.2,0.3,2.8,108.8,0.5,318.2,368.6,0.012,2,122
653,corn flour whole grain,422,4.5,0.6,1.2,2.1,89.9,0.7,8.1,8.5,0,0.033,12.8,0,0.3,0.021,0,0.035,2.2,0.8,0.4,0,0,0.5,0.071,8.2,0.3,2.8,108.8,0.5,318.2,368.6,0.045,2,122
654,cottonseed flour low fat,94,0.4,0.082,0.046,0.2,10.2,0,14.1,0,0,0.022,2,0,0.6,0.016,0,0.1,1.1,0.1,0.2,0.7,0,0,0,134.1,0.3,3.6,202.6,0.6,449.1,498.4,0,3.3,163.1
655,sunflower seed flour,13,0.013,0.036,0.059,0.077,1.4,0,1.9,0.2,0,0.073,0.3,0,0.1,0.02,0,0.006,0.3,0.3,0.022,0.003,0,0,0,4.6,0.081,0.3,13.8,0.011,27.6,2.7,0.047,0.2,8.557
656,sesame meal,160,13.6,1.9,5.1,6,7.4,0,4.8,0,0,0.073,1.4,0,0.7,0.01,0,0.094,3.6,0.8,0.081,0,0,0,0,43.3,0.4,4.1,97.9,0.4,219,114.9,0,2.9,73.2
657,acorn flour,626,37.7,4.9,23.9,7.3,68.3,0,9.4,0,0,0,7.5,0,0.2,0.1,0,0.2,3,1.2,0.9,0,0,0,0,53.8,0.8,1.5,137.5,2.2,128.8,890,0,0.8,170.7
658,rice flour white,578,2.2,0.6,0.7,0.6,126.6,0.2,9.4,3.8,0,0,18.8,0,0.2,0.058,0,0.014,4.1,1.3,0.7,0,0,0.2,0,15.8,0.2,0.6,55.3,1.9,154.8,120.1,0.062,1.3,158.4
659,sesame flour low fat,94,0.5,0.011,0.2,0.2,10,0,14.2,0,0,0.072,2,0,0.7,0.073,0,0.092,3.5,0.8,0.02,0,0,0,0,42.2,0.4,4,95.7,0.4,214.2,112.4,0,2.8,70.9
660,potato flour,571,0.5,0.1,0.063,0.2,133,5.6,11,9.4,0,0.042,10.4,0,0,0.4,0.043,0,0.06,5.6,0.8,1.2,6.1,0,0.4,0,104,0.3,2.2,104,0.5,268.8,1601.6,0.031,155.4
661,cornmeal yellow,581,2.7,0.3,0.5,1,124.7,2.5,11.2,6.1,0,0.011,17.6,0,0.2,0.072,0,0.085,1.6,0.4,0.3,0,0,0.2,0,4.7,0.1,1.7,50.2,0.3,155.4,222.9,0.069,1,151.1
662,rye flour,364,1.4,0.2,0.2,0.6,78.2,0.9,10,8.2,0,0.061,11.6,0,0.3,0.047,0,0.068,0.8,0.7,0.2,0,0,0.8,0.079,13.3,0.2,0.9,32.6,1.2,132.6,228.5,0.07,1.4,112
663,arrowroot flour,457,0.1,0.019,0.088,0.036,112.8,0,0.4,4.4,0,0.002,14.6,0,0.013,0.043,0,0,0,0.2,0.032,0,0,0,0,51.2,0.045,0.4,3.8,0.6,6.4,14.1,0,0.067,169.3
664,chickpea flour,356,6.2,0.6,1.4,2.7,53.2,10,20.6,9.9,0,0.05,9.5,0,0.4,0.4,0,0.037,1.6,0.6,0.5,0,0,0.8,0.003,41.4,0.8,4.5,152.7,1.5,292.6,778.3,0.079,2.6,135.8
665,wheat flour,455,1.2,0.2,0.1,0.5,95.4,0.3,12.9,3.4,0,0.061,14.9,0,1,0.2,0,0.6,7.4,0.5,0.001,0,0,0.095,0.051,18.8,0.2,5.8,27.5,0.9,135,133.8,0.023,0.9,137.5
666,cornstarch,488,0.03,0.077,0.046,0.012,116.8,0,0.3,1.2,0,0.093,10.6,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0.097,0.6,3.8,0.028,16.6,3.8,0.096,0.081,121.535
667,carob flour,13,0.061,0.041,0.088,0.052,5.3,2.9,0.3,2.4,0,0.033,0.2,0,0.09,0.007,0,0.079,0.1,0.038,0.029,0.088,0,0.046,0,20.9,0.088,0.2,3.2,0.019,4.7,49.6,0.087,0.087,29.18
668,buckwheat flour,402,3.7,0.8,1.1,1.1,84.7,3.1,15.1,12,0,0.033,13.4,0,0.5,0.035,0,0.2,7.4,0.5,0.7,0,0,0.4,0.044,49.2,0.6,4.9,301.2,2.4,404.4,692.4,0.04,3.7,169.6
669,pecan pie,503,27.1,4.9,13.6,7,63.7,0,6,0,106.1,0.3,23.8,0.046,0.2,0.083,0.061,0.2,1,0.6,0.034,0.2,0,0,0,39,0.3,1.8,31.7,0.9,114.7,162.3,0.089,1.2,137.891
670,apple pie,331,15.6,3.8,6.7,4.2,46.4,0,3,0,0,0.3,59.1,0.078,0.2,0.02,0,0.1,1.5,0.1,0.009,2.1,0,0,0,8.8,0.02,1.4,8.8,0.2,35,98.8,0.077,0.2,77.358
671,vanilla wafer pie crust,935,63.7,13.1,27.5,18.8,88.4,12.9,6.5,0.2,68.6,0.9,15,0.4,0.3,0.071,0.081,0.4,3.7,0.5,0.082,0.2,0.059,5.4,0.028,73.9,0.1,2.9,17.6,0.3,137.3,139,0.009,0.4,236.2
672,chocolate pie crust,881,40.8,8.6,26.4,3.7,117.4,47.9,11.1,4.9,0,0.9,9.1,0,0.6,0.1,0,0.5,5.6,0.3,0.049,0,0,3.3,0.078,58.2,1.4,7.8,72.8,3.3,218.4,340.3,0.033,3.8,240.2
673,apple strudel,195,8,1.5,2.3,3.8,29.2,18.3,2.3,1.6,4.3,0.02,30.9,0.011,0.087,0.082,0.009,0.016,0.2,0.2,0.031,1.2,0,1,0.002,10.7,0.092,0.3,6.4,0.1,23.4,105.8,0.034,0.1,53.359
